id,race_id,wtc_resultid,bib,athlete_name,first_name,last_name,gender,city,state,country_iso2,country_representing,age_group,status,finish_secs,swim_secs,t1_secs,bike_secs,t2_secs,run_secs,finish_fmt,swim_fmt,t1_fmt,bike_fmt,t2_fmt,run_fmt,rank_overall,rank_gender,rank_division,swim_rank_overall,swim_rank_gender,swim_rank_division,bike_rank_overall,bike_rank_gender,bike_rank_division,run_rank_overall,run_rank_gender,run_rank_division,awa_points,swim_dist_km,bike_dist_km,run_dist_km,total_dist_km
34415,23,7abda883-bf0f-4a19-8173-72a6614fe072,120,Ryan Brown,Ryan,Brown,Male,St. John's,NL,CA,CA,M30-34,FIN,14446,1692,181,7384,102,5087,4:00:46,0:28:12,,2:03:04,,1:24:47,1,1,1,4,4,1,1,1,1,1,1,1,3500.0,1.9,90.0,21.1,113.0
34416,23,807961ad-520e-4a7e-846b-00f88f49b33d,130,Micahel Boehmer,Micahel,Boehmer,Male,BOULDER,CO,US,US,M40-44,FIN,14672,1833,109,7751,171,4808,4:04:32,0:30:33,,2:09:11,,1:20:08,2,2,1,23,17,4,8,8,1,2,2,1,3500.0,1.9,90.0,21.1,113.0
34417,23,c96828aa-ec7b-40b0-b6b2-79909f9651cd,418,Dave Van Reeuwyk,Dave,Van Reeuwyk,Male,Picture Butte,AB,CA,CA,M35-39,FIN,14753,1876,155,7461,109,5152,4:05:53,0:31:16,,2:04:21,,1:25:52,3,3,1,28,21,4,4,4,1,3,3,1,3500.0,1.9,90.0,21.1,113.0
34418,23,02ee1cd3-e374-445d-9e33-ecffa4b15dbe,269,Michael Schnare,Michael,Schnare,Male,Red Deer,AB,CA,CA,M25-29,FIN,14791,1854,82,7740,63,5052,4:06:31,0:30:54,,2:09:00,,1:24:12,4,4,1,26,19,5,7,7,3,4,4,1,3500.0,1.9,90.0,21.1,113.0
34419,23,b359c929-de32-4945-a227-9cb0b122711c,384,Igor Lysov,Igor,Lysov,Male,Calgary,AB,RU,RU,M35-39,FIN,14936,1723,105,7792,127,5189,4:08:56,0:28:43,,2:09:52,,1:26:29,5,5,2,8,7,2,5,5,2,5,5,2,3445.0,1.9,90.0,21.1,113.0
34420,23,25f5fe4a-4577-40be-8007-f56afa8fbfcd,246,Erik Dokter,Erik,Dokter,Male,Rocky View County,AB,CA,CA,M25-29,FIN,14976,1661,82,8110,74,5049,4:09:36,0:27:41,,2:15:10,,1:24:09,6,6,2,3,3,1,11,11,4,6,6,2,3444.0,1.9,90.0,21.1,113.0
34421,23,51f72949-cca6-435f-b445-adf93458a750,122,Les Friesen,Les,Friesen,Male,steinbach,MB,CA,CA,M35-39,FIN,14994,2043,111,7657,89,5094,4:09:54,0:34:03,,2:07:37,,1:24:54,7,7,3,62,49,7,9,9,3,7,7,3,3427.0,1.9,90.0,21.1,113.0
34422,23,b1287352-d812-4511-94ae-77f6ac89c4b8,410,Matt STEWART,Matt,STEWART,Male,Calgary,CA-AB,CA,CA,M35-39,FIN,15069,2106,172,7669,105,5017,4:11:09,0:35:06,,2:07:49,,1:23:37,8,8,4,99,71,15,16,16,6,8,8,4,3405.0,1.9,90.0,21.1,113.0
34423,23,cec7db3a-7eee-4145-a5cd-3ae494387708,106,Ryan Seguine,Ryan,Seguine,Male,Whitefish,MT,US,US,M40-44,FIN,15373,1950,164,7729,144,5386,4:16:13,0:32:30,,2:08:49,,1:29:46,9,9,2,46,36,9,10,10,2,9,9,2,3289.0,1.9,90.0,21.1,113.0
34424,23,209038f5-5bc7-4282-882f-7549ee9766e7,304,Patrick Howell,Patrick,Howell,Male,Dawson Creek,BC,CA,CA,M30-34,FIN,15396,1692,116,7829,101,5658,4:16:36,0:28:12,,2:10:29,,1:34:18,10,10,2,4,4,1,6,6,2,10,10,2,3215.0,1.9,90.0,21.1,113.0
